symbol,strategy,start_date,end_date,平均騰落率,平均勝率,平均取引日数,平均期待損益率,一日当たりの期待損益率平均,平均期待損益率long,一日当たりの期待損益率平均long,平均期待損益率short,一日当たりの期待損益率平均short,取引当たりの平均日数,平均取引数
GBPJPY,超短期ボリンジャー2日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,1.89,47.06,76.0,0.11,0.02,0.01,0.0,0.24,0.04,4.47,17.0
GBPJPY,超短期ボリンジャー7日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,1.88,35.71,96.0,0.07,0.02,-0.16,-0.05,0.27,0.07,3.43,28.0
GBPJPY,超短期ボリンジャー2日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,1.77,47.06,56.0,0.11,0.03,0.0,0.0,0.31,0.07,3.29,17.0
GBPJPY,超短期ボリンジャー3日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,1.75,43.48,152.0,0.04,0.01,0.02,0.01,0.06,0.02,3.3,46.0
GBPJPY,超短期ボリンジャー4日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,1.73,39.58,172.0,0.04,0.01,0.0,0.0,0.07,0.02,3.58,48.0
GBPJPY,超短期ボリンジャー3日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,1.49,42.5,142.0,0.04,0.01,0.08,0.02,0.0,0.0,3.55,40.0
GBPJPY,超短期ボリンジャー12日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,1.45,41.38,107.0,0.05,0.01,0.2,0.05,-0.01,0.0,3.69,29.0
GBPJPY,超短期ボリンジャー2日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,1.36,33.33,63.0,0.08,0.02,0.13,0.04,-0.04,-0.01,3.5,18.0
GBPJPY,超短期ボリンジャー2日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,1.36,33.33,63.0,0.08,0.02,0.13,0.04,-0.04,-0.01,3.5,18.0
GBPJPY,超短期ボリンジャー4日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,1.18,33.33,144.0,0.03,0.01,0.02,0.01,0.04,0.01,3.43,42.0
GBPJPY,超短期ボリンジャー4日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,1.16,37.5,91.0,0.05,0.01,0.19,0.04,-0.12,-0.04,3.79,24.0
GBPJPY,超短期ボリンジャー14日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,1.11,40.74,96.0,0.05,0.01,0.13,0.03,0.02,0.01,3.56,27.0
GBPJPY,超短期ボリンジャー13日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,1.1,33.33,53.0,0.08,0.02,0.4,0.09,0.0,0.0,3.53,15.0
GBPJPY,超短期ボリンジャー14日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,1.08,35.29,60.0,0.07,0.02,0.28,0.07,0.0,0.0,3.53,17.0
GBPJPY,超短期ボリンジャー8日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,1.07,37.5,88.0,0.05,0.01,-0.05,-0.01,0.12,0.03,3.67,24.0
GBPJPY,超短期ボリンジャー10日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,1.05,45.16,104.0,0.04,0.01,0.17,0.05,-0.03,-0.01,3.35,31.0
GBPJPY,超短期ボリンジャー12日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,0.93,38.1,79.0,0.05,0.01,0.04,0.01,0.05,0.01,3.76,21.0
GBPJPY,超短期ボリンジャー10日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,0.82,46.67,105.0,0.03,0.01,0.13,0.03,-0.02,-0.01,3.5,30.0
GBPJPY,超短期ボリンジャー9日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,0.74,45.83,87.0,0.04,0.01,0.22,0.05,-0.06,-0.02,3.62,24.0
GBPJPY,超短期ボリンジャー4日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,0.73,36.11,130.0,0.02,0.01,0.14,0.04,-0.07,-0.02,3.61,36.0
GBPJPY,超短期ボリンジャー12日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,0.67,33.33,63.0,0.04,0.01,0.28,0.07,-0.03,-0.01,3.5,18.0
GBPJPY,超短期ボリンジャー4日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,0.56,37.21,152.0,0.02,0.01,0.04,0.01,0.0,0.0,3.53,43.0
GBPJPY,超短期ボリンジャー12日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,0.41,37.5,55.0,0.03,0.01,0.04,0.01,0.03,0.01,3.44,16.0
GBPJPY,超短期ボリンジャー10日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,0.38,38.24,116.0,0.01,0.0,0.2,0.05,-0.07,-0.02,3.41,34.0
GBPJPY,超短期ボリンジャー11日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,0.38,39.39,118.0,0.02,0.01,0.17,0.04,-0.06,-0.02,3.58,33.0
GBPJPY,超短期ボリンジャー7日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,0.07,32.26,105.0,0.01,0.0,-0.16,-0.05,0.13,0.04,3.39,31.0
GBPJPY,超短期ボリンジャー10日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,0.0,45.83,81.0,0.0,0.0,0.15,0.04,-0.07,-0.02,3.38,24.0
GBPJPY,超短期ボリンジャー9日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,-0.16,44.0,91.0,0.0,0.0,0.1,0.02,-0.06,-0.02,3.64,25.0
GBPJPY,超短期ボリンジャー2日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,-0.2,42.11,67.0,-0.01,0.0,0.06,0.02,-0.12,-0.04,3.53,19.0
GBPJPY,超短期ボリンジャー2日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,-0.42,35.0,69.0,-0.02,-0.01,0.05,0.01,-0.13,-0.04,3.45,20.0
GBPJPY,超短期ボリンジャー11日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,-0.51,35.29,58.0,-0.03,-0.01,-0.06,-0.02,-0.02,-0.01,3.41,17.0
GBPJPY,超短期ボリンジャー10日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,-0.89,44.44,52.0,-0.05,-0.02,-0.06,-0.02,-0.03,-0.01,2.89,18.0
GBPJPY,超短期ボリンジャー10日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,-0.91,42.31,88.0,-0.03,-0.01,0.15,0.04,-0.11,-0.03,3.38,26.0
GBPJPY,超短期ボリンジャー2日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,-1.03,41.67,38.0,-0.08,-0.03,0.01,0.0,-0.22,-0.06,3.17,12.0
GBPJPY,超短期ボリンジャー9日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,-1.11,37.93,97.0,-0.03,-0.01,0.03,0.01,-0.07,-0.02,3.34,29.0
GBPJPY,超短期ボリンジャー11日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,-1.18,38.71,109.0,-0.03,-0.01,0.06,0.02,-0.08,-0.02,3.52,31.0
GBPJPY,超短期ボリンジャー2日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,-1.18,30.0,59.0,-0.06,-0.02,-0.1,-0.04,0.04,0.01,2.95,20.0
GBPJPY,超短期ボリンジャー11日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,-1.19,44.83,104.0,-0.04,-0.01,-0.1,-0.03,-0.01,0.0,3.59,29.0
GBPJPY,超短期ボリンジャー9日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,-1.2,45.45,73.0,-0.05,-0.02,0.02,0.01,-0.09,-0.03,3.32,22.0
GBPJPY,超短期ボリンジャー11日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,-1.42,34.62,92.0,-0.05,-0.01,-0.01,0.0,-0.07,-0.02,3.54,26.0
GBPJPY,超短期ボリンジャー11日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,-2.87,26.09,76.0,-0.12,-0.04,-0.31,-0.1,-0.04,-0.01,3.3,23.0
SGDJPY,超短期ボリンジャー8日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,4.27,50.0,87.0,0.24,0.05,-0.01,0.0,0.55,0.09,4.83,18.0
SGDJPY,超短期ボリンジャー3日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,4.03,45.95,140.0,0.11,0.03,-0.04,-0.01,0.32,0.07,3.78,37.0
SGDJPY,超短期ボリンジャー6日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,4.0,35.29,134.0,0.12,0.03,-0.09,-0.03,0.45,0.08,3.94,34.0
SGDJPY,超短期ボリンジャー15日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,3.92,39.29,110.0,0.14,0.04,0.05,0.01,0.26,0.06,3.93,28.0
SGDJPY,超短期ボリンジャー3日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,3.84,50.0,122.0,0.14,0.03,-0.05,-0.01,0.47,0.08,4.36,28.0
SGDJPY,超短期ボリンジャー6日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,3.82,45.45,102.0,0.17,0.04,-0.03,-0.01,0.38,0.07,4.64,22.0
SGDJPY,超短期ボリンジャー15日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,3.79,37.5,150.0,0.1,0.03,-0.09,-0.03,0.4,0.08,3.75,40.0
SGDJPY,超短期ボリンジャー7日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,3.67,40.74,118.0,0.14,0.03,-0.01,0.0,0.35,0.07,4.37,27.0
SGDJPY,超短期ボリンジャー7日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,3.67,40.0,93.0,0.18,0.04,0.0,0.0,0.33,0.06,4.65,20.0
SGDJPY,超短期ボリンジャー4日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,3.62,39.47,147.0,0.1,0.03,0.0,0.0,0.23,0.05,3.87,38.0
SGDJPY,超短期ボリンジャー14日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,3.61,37.93,114.0,0.12,0.03,0.03,0.01,0.26,0.06,3.93,29.0
SGDJPY,超短期ボリンジャー5日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,3.54,43.33,127.0,0.12,0.03,-0.02,-0.01,0.28,0.05,4.23,30.0
SGDJPY,超短期ボリンジャー14日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,3.5,38.46,144.0,0.09,0.02,-0.08,-0.02,0.34,0.08,3.69,39.0
SGDJPY,超短期ボリンジャー3日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,3.48,44.44,136.0,0.1,0.03,-0.04,-0.01,0.31,0.06,3.78,36.0
SGDJPY,超短期ボリンジャー8日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,3.44,39.13,98.0,0.15,0.04,-0.07,-0.02,0.48,0.08,4.26,23.0
SGDJPY,超短期ボリンジャー6日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,3.38,45.83,110.0,0.14,0.03,-0.06,-0.02,0.35,0.06,4.58,24.0
SGDJPY,超短期ボリンジャー9日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,3.38,42.11,149.0,0.09,0.02,0.06,0.02,0.12,0.03,3.92,38.0
SGDJPY,超短期ボリンジャー14日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,3.31,38.1,156.0,0.08,0.02,-0.08,-0.02,0.31,0.07,3.71,42.0
SGDJPY,超短期ボリンジャー15日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,3.28,35.48,119.0,0.11,0.03,0.0,0.0,0.23,0.05,3.84,31.0
SGDJPY,超短期ボリンジャー14日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,3.17,35.48,118.0,0.1,0.03,0.0,0.0,0.22,0.05,3.81,31.0
SGDJPY,超短期ボリンジャー3日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,3.14,54.84,130.0,0.1,0.02,-0.1,-0.03,0.67,0.1,4.19,31.0
SGDJPY,超短期ボリンジャー3日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,3.08,53.12,130.0,0.1,0.02,-0.08,-0.02,0.63,0.1,4.06,32.0
SGDJPY,超短期ボリンジャー4日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,3.07,35.9,146.0,0.08,0.02,-0.02,-0.01,0.22,0.05,3.74,39.0
SGDJPY,超短期ボリンジャー13日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,3.03,36.59,149.0,0.08,0.02,-0.06,-0.02,0.23,0.06,3.63,41.0
SGDJPY,超短期ボリンジャー7日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,3.02,34.78,100.0,0.13,0.03,-0.07,-0.02,0.35,0.07,4.35,23.0
SGDJPY,超短期ボリンジャー9日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,3.01,36.36,92.0,0.14,0.03,-0.06,-0.02,0.34,0.06,4.18,22.0
SGDJPY,超短期ボリンジャー3日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,2.93,41.18,127.0,0.09,0.02,-0.03,-0.01,0.25,0.06,3.74,34.0
SGDJPY,超短期ボリンジャー9日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,2.91,37.5,73.0,0.18,0.04,-0.12,-0.04,0.57,0.08,4.56,16.0
SGDJPY,超短期ボリンジャー13日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,2.9,35.71,155.0,0.07,0.02,-0.07,-0.02,0.24,0.06,3.69,42.0
SGDJPY,超短期ボリンジャー13日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,2.84,38.24,129.0,0.08,0.02,0.01,0.0,0.18,0.04,3.79,34.0
SGDJPY,超短期ボリンジャー15日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,2.84,38.89,135.0,0.08,0.02,-0.05,-0.02,0.26,0.06,3.75,36.0
SGDJPY,超短期ボリンジャー9日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,2.82,39.47,151.0,0.08,0.02,0.01,0.0,0.16,0.03,3.97,38.0
SGDJPY,超短期ボリンジャー4日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,2.71,35.9,144.0,0.07,0.02,-0.01,0.0,0.17,0.04,3.69,39.0
SGDJPY,超短期ボリンジャー8日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,2.71,33.33,112.0,0.1,0.02,-0.08,-0.02,0.36,0.07,4.15,27.0
SGDJPY,超短期ボリンジャー7日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,2.69,35.14,152.0,0.07,0.02,0.01,0.0,0.14,0.03,4.11,37.0
SGDJPY,超短期ボリンジャー5日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,2.52,46.15,107.0,0.1,0.02,-0.08,-0.03,0.31,0.06,4.12,26.0
SGDJPY,超短期ボリンジャー15日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,2.51,35.29,128.0,0.08,0.02,-0.04,-0.01,0.22,0.05,3.76,34.0
SGDJPY,超短期ボリンジャー2日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,2.5,39.29,127.0,0.09,0.02,-0.1,-0.03,0.49,0.07,4.54,28.0
SGDJPY,超短期ボリンジャー9日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,2.5,41.46,155.0,0.06,0.02,0.04,0.01,0.08,0.02,3.78,41.0
SGDJPY,超短期ボリンジャー14日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,2.48,37.14,132.0,0.07,0.02,-0.03,-0.01,0.21,0.05,3.77,35.0
SGDJPY,超短期ボリンジャー8日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,2.46,35.9,155.0,0.06,0.02,0.0,0.0,0.13,0.03,3.97,39.0
SGDJPY,超短期ボリンジャー7日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,2.42,34.38,133.0,0.08,0.02,-0.07,-0.02,0.29,0.06,4.16,32.0
SGDJPY,超短期ボリンジャー6日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,2.4,37.5,132.0,0.08,0.02,-0.09,-0.03,0.36,0.06,4.12,32.0
SGDJPY,超短期ボリンジャー8日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,2.39,35.29,139.0,0.07,0.02,-0.04,-0.01,0.19,0.04,4.09,34.0
SGDJPY,超短期ボリンジャー6日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,2.33,34.48,122.0,0.08,0.02,-0.12,-0.04,0.37,0.07,4.21,29.0
SGDJPY,超短期ボリンジャー8日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,2.33,34.21,148.0,0.06,0.02,-0.01,0.0,0.15,0.03,3.89,38.0
SGDJPY,超短期ボリンジャー7日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,2.31,33.33,138.0,0.07,0.02,-0.02,-0.01,0.17,0.04,4.18,33.0
SGDJPY,超短期ボリンジャー5日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,2.3,31.82,159.0,0.05,0.01,-0.08,-0.03,0.25,0.06,3.61,44.0
SGDJPY,超短期ボリンジャー15日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,2.28,33.33,103.0,0.09,0.02,0.03,0.01,0.16,0.04,3.81,27.0
SGDJPY,超短期ボリンジャー15日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,2.26,46.15,45.0,0.17,0.05,0.07,0.02,0.3,0.08,3.46,13.0
SGDJPY,超短期ボリンジャー2日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,2.25,37.93,129.0,0.08,0.02,-0.11,-0.03,0.49,0.07,4.45,29.0
SGDJPY,超短期ボリンジャー14日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,2.21,46.67,56.0,0.15,0.04,0.13,0.04,0.17,0.04,3.73,15.0
SGDJPY,超短期ボリンジャー15日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,2.21,36.84,141.0,0.06,0.02,-0.09,-0.03,0.3,0.07,3.71,38.0
SGDJPY,超短期ボリンジャー15日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,2.21,40.0,54.0,0.15,0.04,0.1,0.03,0.2,0.05,3.6,15.0
SGDJPY,超短期ボリンジャー9日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,2.18,36.84,150.0,0.06,0.02,-0.03,-0.01,0.18,0.04,3.95,38.0
SGDJPY,超短期ボリンジャー11日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,2.13,41.18,75.0,0.13,0.03,0.08,0.02,0.16,0.03,4.41,17.0
SGDJPY,超短期ボリンジャー4日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,2.13,38.46,139.0,0.06,0.02,-0.06,-0.02,0.21,0.05,3.56,39.0
SGDJPY,超短期ボリンジャー5日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,2.13,31.71,152.0,0.05,0.01,-0.1,-0.03,0.3,0.06,3.71,41.0
SGDJPY,超短期ボリンジャー15日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,2.11,42.86,51.0,0.15,0.04,0.1,0.03,0.2,0.05,3.64,14.0
SGDJPY,超短期ボリンジャー4日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,2.11,35.0,149.0,0.05,0.01,-0.03,-0.01,0.18,0.04,3.73,40.0
SGDJPY,超短期ボリンジャー7日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,2.11,37.5,160.0,0.05,0.01,-0.03,-0.01,0.15,0.03,4.0,40.0
SGDJPY,超短期ボリンジャー8日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,1.96,35.48,126.0,0.06,0.01,-0.07,-0.02,0.22,0.05,4.06,31.0
SGDJPY,超短期ボリンジャー9日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,1.86,39.53,165.0,0.04,0.01,-0.02,-0.01,0.12,0.03,3.84,43.0
SGDJPY,超短期ボリンジャー12日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,1.82,36.11,142.0,0.05,0.01,-0.01,0.0,0.13,0.03,3.94,36.0
SGDJPY,超短期ボリンジャー14日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,1.81,41.18,65.0,0.11,0.03,0.11,0.03,0.11,0.03,3.82,17.0
SGDJPY,超短期ボリンジャー13日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,1.77,46.15,47.0,0.14,0.04,0.1,0.03,0.17,0.04,3.62,13.0
SGDJPY,超短期ボリンジャー11日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,1.76,41.86,157.0,0.04,0.01,-0.03,-0.01,0.12,0.03,3.65,43.0
SGDJPY,超短期ボリンジャー12日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,1.75,39.39,132.0,0.05,0.01,0.04,0.01,0.08,0.02,4.0,33.0
SGDJPY,超短期ボリンジャー15日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,1.75,35.0,71.0,0.09,0.03,0.07,0.02,0.12,0.03,3.55,20.0
SGDJPY,超短期ボリンジャー9日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,1.75,30.77,101.0,0.07,0.02,-0.08,-0.03,0.22,0.05,3.88,26.0
SGDJPY,超短期ボリンジャー12日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,1.74,36.84,145.0,0.05,0.01,-0.01,0.0,0.11,0.03,3.82,38.0
SGDJPY,超短期ボリンジャー9日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,1.69,32.35,134.0,0.05,0.01,-0.08,-0.02,0.22,0.05,3.94,34.0
SGDJPY,超短期ボリンジャー12日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,1.65,40.48,151.0,0.04,0.01,-0.05,-0.02,0.16,0.04,3.6,42.0
SGDJPY,超短期ボリンジャー13日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,1.63,35.14,138.0,0.05,0.01,-0.04,-0.01,0.15,0.04,3.73,37.0
SGDJPY,超短期ボリンジャー6日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,1.62,31.11,170.0,0.04,0.01,-0.05,-0.02,0.14,0.03,3.78,45.0
SGDJPY,超短期ボリンジャー12日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,1.57,35.9,144.0,0.04,0.01,-0.03,-0.01,0.12,0.03,3.69,39.0
SGDJPY,超短期ボリンジャー8日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,1.57,35.0,149.0,0.04,0.01,-0.04,-0.01,0.14,0.03,3.73,40.0
SGDJPY,超短期ボリンジャー14日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,1.55,36.84,140.0,0.04,0.01,-0.07,-0.02,0.2,0.05,3.68,38.0
SGDJPY,超短期ボリンジャー14日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,1.52,46.15,46.0,0.12,0.03,0.06,0.02,0.17,0.04,3.54,13.0
SGDJPY,超短期ボリンジャー5日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,1.52,43.33,120.0,0.05,0.01,-0.08,-0.03,0.2,0.04,4.0,30.0
SGDJPY,超短期ボリンジャー11日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,1.5,36.36,90.0,0.07,0.02,-0.01,0.0,0.16,0.03,4.09,22.0
SGDJPY,超短期ボリンジャー12日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,1.47,37.93,116.0,0.05,0.01,0.04,0.01,0.06,0.01,4.0,29.0
SGDJPY,超短期ボリンジャー13日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,1.44,38.89,72.0,0.08,0.02,0.13,0.03,0.03,0.01,4.0,18.0
SGDJPY,超短期ボリンジャー2日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,1.41,42.86,122.0,0.05,0.01,-0.16,-0.05,0.49,0.07,4.36,28.0
SGDJPY,超短期ボリンジャー11日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,1.39,41.46,151.0,0.04,0.01,-0.03,-0.01,0.11,0.03,3.68,41.0
SGDJPY,超短期ボリンジャー8日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,1.37,34.88,168.0,0.03,0.01,-0.02,-0.01,0.09,0.02,3.91,43.0
SGDJPY,超短期ボリンジャー12日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,1.35,39.02,150.0,0.03,0.01,-0.03,-0.01,0.11,0.03,3.66,41.0
SGDJPY,超短期ボリンジャー8日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,1.35,35.71,167.0,0.03,0.01,-0.03,-0.01,0.11,0.02,3.98,42.0
SGDJPY,超短期ボリンジャー9日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,1.35,29.03,122.0,0.05,0.01,-0.08,-0.02,0.2,0.04,3.94,31.0
SGDJPY,超短期ボリンジャー3日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,1.31,47.06,138.0,0.04,0.01,-0.1,-0.03,0.3,0.06,4.06,34.0
SGDJPY,超短期ボリンジャー9日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,1.31,36.36,164.0,0.03,0.01,-0.03,-0.01,0.1,0.02,3.73,44.0
SGDJPY,超短期ボリンジャー10日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,1.21,33.33,77.0,0.07,0.02,-0.07,-0.02,0.19,0.04,4.28,18.0
SGDJPY,超短期ボリンジャー6日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,1.19,34.15,154.0,0.03,0.01,-0.05,-0.02,0.13,0.03,3.76,41.0
SGDJPY,超短期ボリンジャー13日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,1.11,35.0,146.0,0.03,0.01,-0.03,-0.01,0.1,0.03,3.65,40.0
SGDJPY,超短期ボリンジャー14日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,1.03,31.82,79.0,0.05,0.01,0.02,0.01,0.09,0.02,3.59,22.0
SGDJPY,超短期ボリンジャー11日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,1.02,42.86,53.0,0.07,0.02,0.1,0.03,0.06,0.02,3.79,14.0
SGDJPY,超短期ボリンジャー10日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,0.93,35.29,70.0,0.06,0.01,-0.15,-0.05,0.24,0.04,4.12,17.0
SGDJPY,超短期ボリンジャー3日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,0.84,41.67,137.0,0.03,0.01,-0.1,-0.03,0.25,0.05,3.81,36.0
SGDJPY,超短期ボリンジャー12日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,0.82,46.15,47.0,0.07,0.02,0.08,0.03,0.06,0.02,3.62,13.0
SGDJPY,超短期ボリンジャー5日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,0.74,36.11,139.0,0.02,0.01,-0.12,-0.04,0.2,0.04,3.86,36.0
SGDJPY,超短期ボリンジャー13日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,0.61,32.35,127.0,0.02,0.01,0.0,0.0,0.05,0.01,3.74,34.0
SGDJPY,超短期ボリンジャー8日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,0.59,34.09,164.0,0.02,0.01,-0.05,-0.01,0.09,0.02,3.73,44.0
SGDJPY,超短期ボリンジャー13日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,0.57,33.33,77.0,0.03,0.01,0.02,0.01,0.03,0.01,3.67,21.0
SGDJPY,超短期ボリンジャー6日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,0.57,31.11,165.0,0.01,0.0,-0.09,-0.03,0.15,0.03,3.67,45.0
SGDJPY,超短期ボリンジャー10日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,0.53,35.56,157.0,0.01,0.0,-0.04,-0.01,0.07,0.02,3.49,45.0
SGDJPY,超短期ボリンジャー3日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,0.49,38.89,141.0,0.02,0.01,-0.11,-0.03,0.25,0.05,3.92,36.0
SGDJPY,超短期ボリンジャー10日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,0.48,42.5,155.0,0.01,0.0,-0.05,-0.01,0.09,0.02,3.88,40.0
