symbol,strategy_name,strategy_option,end_date,"全期間騰落率_複利","利益率3か月","利益率1年","利益率3年","利益率15年","最大ドローダウン","最大ドローダウン3か月","最大ドローダウン1年","最大ドローダウン3年","最大ドローダウン15年","期待利益率3か月","期待利益率3か月long","期待利益率3か月short","期待利益率1年","期待利益率1年long","期待利益率1年short","期待利益率3年","期待利益率3年long","期待利益率3年short","期待利益率15年","期待利益率15年long","期待利益率15年short","全期間期待利益率","全期間期待利益率long","全期間期待利益率short","利益率3か月long","利益率3か月short","利益率1年long","利益率1年short","利益率3年long","利益率3年short","利益率15年long","利益率15年short","勝率","平均取引期間","取引数","取引数long","取引数short","ペイオフレシオ"
8341.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,148.9382,0.0612,0.262,0.4608,1.8319,0.8662,0.0902,0.1037,0.4413,0.6125,0.001,0.0057,-0.0002,0.001,-0.0002,0.0035,0.0006,0.0009,0.0018,0.0005,0.0018,0.0006,0.0015,0.003,0,0.0628,-0.0016,-0.0067,0.2687,0.1255,0.3353,1.3691,0.4628,36.4662,3.3133,798,392,406,1.96
6463.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,144.8263,0.1672,0.1892,-0.0343,2.2269,0.7942,0.0204,0.1656,0.3273,0.7942,0.0027,0.0073,0.0026,0.0008,0,0.003,0,-0.0002,-0.0001,0.0006,0.0023,0.0005,0.0026,0.0046,0.0006,0.1387,0.0285,0.0003,0.1889,-0.0249,-0.0094,1.8492,0.3777,33.3733,3.0288,833,422,411,2.1608
3244.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,144.2899,-0.0334,0.0486,0.557,1.7968,0.6636,0.155,0.2321,0.3035,0.6636,-0.0005,0.0018,-0.009,0.0002,0.0009,0,0.0007,0.0038,-0.0014,0.0006,0.0021,0.0009,0.0034,0.0049,0.0019,0.0298,-0.0632,0.0502,-0.0016,0.7408,-0.1838,1.2753,0.5215,29.3233,3.0075,532,261,271,2.8458
4064.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,144.1463,0.0637,0.1351,-0.1576,3.1142,0.713,0.002,0.0213,0.3183,0.713,0.001,0.0017,0.0038,0.0005,-0.0028,0.0036,-0.0002,-0.0022,0.0008,0.0008,0.0019,0.0024,0.0054,0.0066,0.0042,0.0223,0.0414,-0.0853,0.2204,-0.2657,0.1081,1.3349,1.7793,35,3.1671,760,363,397,2.0122
6855.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,141.9594,0.0321,-0.0175,0.2951,1.9496,0.3525,0.0044,0.0725,0.0805,0.3525,0.0005,0.0004,0.0021,-0.0001,0.0002,-0.0006,0.0004,0.001,0.001,0.0005,0.0013,0.0015,0.0032,0.0029,0.0035,0.0063,0.0258,0.01,-0.0275,0.1438,0.1513,0.9284,1.0212,28.0528,3.2657,606,315,291,3.5769
7554.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,141.8843,-0.0785,0.1689,0.2186,0.3132,0.244,0.147,0.244,0.244,0.244,-0.0012,-0.0134,0.0001,0.0007,0.0047,-0.0024,0.0003,0.0018,-0.0008,0.0001,0.0004,-0.0001,0.0019,0.0031,0.0005,-0.0804,0.0019,0.2662,-0.0973,0.3163,-0.0977,0.3576,-0.0444,29.0016,3.8019,631,339,292,3.6227
7122.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,140.2126,0.0175,-0.0261,0.1031,2.6772,0.6207,0,0.0037,0.0147,0.6207,0.0003,0.0022,0,-0.0001,-0.0005,-0.0002,0.0001,0.0003,0.0004,0.0007,0.0018,0.0017,0.0039,0.0044,0.0035,0.0175,0,-0.016,-0.0101,0.044,0.0591,1.2746,1.4026,26.1577,3.1727,799,385,414,3.2585
8153.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,140.0219,0.0755,0.1683,0.3034,0.4127,0.2519,0.0115,0.0457,0.1026,0.2519,0.0012,0.0017,0.0042,0.0007,0.0004,0.003,0.0004,0.0003,0.0017,0.0001,0.0004,0.0001,0.0008,0.0019,-0.0005,0.0332,0.0423,0.0222,0.1461,0.0517,0.2517,0.3411,0.0716,34.2029,3.9928,690,391,299,2.7285
7618.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,139.8008,0.026,-0.0348,-0.2491,-0.0362,0.6624,0.0055,0.0776,0.6581,0.6624,0.0004,0.0013,0.0013,-0.0001,-0.0056,0.0024,-0.0003,-0.0015,-0.0005,0,-0.0007,0.0005,0.0028,0.0059,-0.0001,0.0169,0.0091,-0.1637,0.1289,-0.1765,-0.0726,-0.4178,0.3816,29.7134,3.4148,663,317,346,2.5455
4641.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,139.6099,-0.0035,0.0802,0.2849,2.7906,0.2098,0.0343,0.0947,0.1246,0.2098,-0.0001,-0.0047,0.0035,0.0003,-0.0021,0.0031,0.0004,0.0019,-0.0005,0.0007,0.0023,0.0012,0.0058,0.0077,0.0035,-0.0702,0.0667,-0.0958,0.176,0.351,-0.0661,2.0012,0.7894,37.6147,4.1116,654,348,306,2.1962
2910.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,139.5884,0.053,0.1806,0.1832,1.0841,0.1767,0.0072,0.0304,0.0913,0.1748,0.0008,0.0059,-0.0007,0.0007,0.0006,0.0028,0.0002,0.0008,0.0005,0.0003,0.0015,-0.0002,0.0034,0.0051,0.0016,0.0595,-0.0065,0.0228,0.1578,0.1059,0.0773,1.2379,-0.1538,40.8719,3.7752,734,365,369,1.9271
5915.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,137.8182,0,-0.0772,0.1856,1.3858,0.366,0,0.0082,0.0086,0.366,0,0,0,-0.0003,-0.0009,-0.0005,0.0002,0.0007,0.0006,0.0004,0.0017,0.0003,0.0018,0.003,0.0007,0,0,-0.0445,-0.0327,0.1025,0.0831,1.1247,0.2611,17.2554,3.4416,736,349,387,6.2077
6923.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,134.6414,0.0764,-0.0616,-0.3953,1.2024,0.8899,0.1176,0.5313,0.8264,0.832,0.0012,0.0028,0.0035,-0.0002,-0.0009,-0.0004,-0.0005,-0.0005,-0.0024,0.0003,0.0012,0.0004,0.0014,0.0018,0.0009,0.0339,0.0425,-0.0406,-0.021,-0.0704,-0.3249,0.9213,0.2811,35.7227,3.1469,851,439,412,1.8382
8904.T,Bollingerband/DailyTrail,SMA8SD0.3,2019-09-20,133.1632,0.0168,0.2493,0.617,3.2017,0.1062,0.0031,0.0031,0.0079,0.0952,0.0003,-0.0005,0.0025,0.001,-0.0008,0.0054,0.0008,0.0013,0.0023,0.0009,0.0014,0.0024,0.006,0.0054,0.0067,-0.0082,0.025,-0.0449,0.2942,0.2576,0.3594,1.2569,1.9448,35.9636,4.173,659,347,312,3.6795
9506.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,131.0043,0.0967,-0.0294,-0.3189,0.8791,0.9077,0.0287,0.3875,0.8043,0.9077,0.0015,0.0059,0.0022,-0.0001,-0.0003,-0.0004,-0.0004,-0.0002,-0.0022,0.0002,0.001,0.0001,0.0013,0.0024,0.0003,0.0771,0.0196,-0.0117,-0.0177,-0.0229,-0.296,0.779,0.1001,35.7909,3.6206,746,375,371,1.8202
6326.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,130.5435,-0.0154,0.0605,-0.4031,1.3538,0.9749,0.1667,0.3746,0.8179,0.9749,-0.0002,-0.0008,-0.0001,0.0002,-0.0002,0.0015,-0.0005,-0.0015,-0.0012,0.0004,0.001,0.0007,0.0012,0.0012,0.0012,-0.0134,-0.002,-0.0127,0.0732,-0.2402,-0.1629,0.8489,0.5049,35.1101,3.0301,863,459,404,1.8567
5959.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,130.1134,0.072,0.143,0.1106,1.312,0.2937,0.0038,0.037,0.0792,0.2937,0.0011,0.0013,0.0054,0.0006,-0.0008,0.0032,0.0001,0,0.0007,0.0004,0.0014,0.0003,0.0008,0.0024,-0.0009,0.0126,0.0594,-0.0372,0.1802,0.0057,0.1049,1.1115,0.2005,35.3103,3.5572,725,365,360,2.2071
4540.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,129.7958,-0.1316,0.1458,0.0732,0.5435,0.7352,0.2371,0.2432,0.3492,0.7352,-0.0021,-0.0019,-0.0174,0.0006,-0.0015,0.0034,0.0001,-0.001,0.0015,0.0001,0.0006,0.0001,0.0011,0.0027,-0.0005,-0.0271,-0.1045,-0.0705,0.2163,-0.1546,0.2278,0.4779,0.0656,36,3.1661,825,421,404,1.8342
7202.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,129.7896,-0.0045,0.2173,0.2004,2.5166,0.9435,0.2446,0.461,0.5751,0.9435,-0.0001,0.0046,-0.0045,0.0009,0.0007,0.0031,0.0003,0.001,0.0002,0.0007,0.0015,0.0018,0.0025,0.003,0.0019,0.0546,-0.0591,0.0334,0.1839,0.1739,0.0265,1.193,1.3236,34.8301,3.1153,824,425,399,1.8971
3036.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,128.9979,0.0768,0.3877,0.9137,3.9804,0.5452,0.0089,0.1025,0.5452,0.5452,0.0012,0.0017,0.0042,0.0016,-0.0006,0.0079,0.0012,0.0038,0.0016,0.0014,0.0034,0.0031,0.0084,0.0089,0.0079,0.026,0.0508,-0.0323,0.42,0.6898,0.2239,2.2122,1.7682,38.3966,3.6076,474,249,225,1.9095
1861.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,127.0331,0.0531,0.0611,0.2657,1.7821,0.8293,0.0503,0.3947,0.4517,0.8293,0.0008,0.004,0.0016,0.0002,0.0014,-0.0002,0.0004,0.0022,-0.0003,0.0005,0.0017,0.0009,0.0039,0.0069,0.0012,0.04,0.0131,0.0696,-0.0085,0.3039,-0.0382,1.1895,0.5926,28.8262,3.0059,673,320,353,2.5822
6676.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,125.7833,0.032,0.1566,-0.0478,1.2811,0.4306,0.0173,0.0557,0.1663,0.4306,0.0005,-0.0007,0.0045,0.0006,-0.0028,0.0051,-0.0001,-0.0001,-0.0003,0.0003,0.001,0.0008,0.0019,0.002,0.0019,-0.0087,0.0407,-0.091,0.2476,-0.0086,-0.0392,0.6991,0.582,35.0592,3.1124,676,326,350,2.0497
3109.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,125.3991,0.0915,0.0022,0.4747,2.1518,0.8336,0.0007,0.022,0.0738,0.8336,0.0015,0.0012,0.0044,0,-0.0028,0.0018,0.0006,0.0003,0.0025,0.0006,0.0018,0.001,0.0037,0.0038,0.0036,0.0174,0.0741,-0.114,0.1162,0.0458,0.4289,1.4536,0.6982,38.0518,3.7793,657,333,324,1.7821
7014.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,124.9379,0.2919,0.4903,0.6691,2.1599,0.5945,0.0193,0.1333,0.2535,0.5945,0.0046,0.007,0.0114,0.002,0,0.0076,0.0009,-0.0003,0.0046,0.0006,0.0011,0.0016,0.0033,0.0043,0.0024,0.0985,0.1934,0.0021,0.4882,-0.0506,0.7197,0.8049,1.355,30.6897,2.7885,870,414,456,2.3999
6490.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,124.81,0.0932,0.2811,0.0702,1.0405,0.3783,0.0082,0.0579,0.2992,0.3783,0.0015,0.0037,0.0016,0.0011,-0.0028,0.0061,0.0001,-0.0012,0.0016,0.0003,0.0004,0.001,0.002,0.0014,0.0027,0.0773,0.0159,-0.1195,0.4006,-0.1746,0.2448,0.282,0.7585,36.6544,3.3173,813,416,397,2.1014
9058.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,124.4132,-0.0313,-0.0495,-0.1073,3.0555,0.091,0.0086,0.0245,0.0742,0.091,-0.0005,-0.0016,-0.0007,-0.0002,-0.0012,-0.0001,-0.0001,-0.0009,0,0.0008,0.0025,0.0014,0.0055,0.0069,0.0041,-0.0195,-0.0118,-0.0421,-0.0074,-0.1074,0.0001,1.8817,1.1738,30.7803,3.7384,692,356,336,3.4516
5809.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,124.0433,0.1201,0.1553,0.1146,1.4199,0.8774,0.0363,0.1088,0.3427,0.8074,0.0019,0.0032,0.0049,0.0006,-0.002,0.0037,0.0002,0.0009,-0.0001,0.0004,0.0009,0.001,-0.0001,-0.0008,0.0006,0.0417,0.0784,-0.0877,0.243,0.1292,-0.0146,0.652,0.7679,31.8596,3.2679,769,391,378,2.3967
7974.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,123.9523,-0.028,0.085,0.146,1.0159,0.6778,0.0957,0.3689,0.4453,0.6706,-0.0004,-0.0006,-0.0028,0.0003,0.0005,0.0018,0.0002,0.002,-0.0019,0.0003,0.0016,-0.0005,0.0015,0.0038,-0.0009,-0.0109,-0.0171,0.0248,0.0602,0.3647,-0.2187,1.3632,-0.3473,25.5631,3.1441,888,451,437,3.0575
4541.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,123.6311,0.0378,0.2355,0.3848,0.826,0.7141,0.0592,0.129,0.3973,0.7141,0.0006,-0.0013,0.0032,0.001,0.0001,0.0033,0.0005,0.0003,0.002,0.0003,0.0013,0.0002,0.0017,0.003,0.0004,-0.0168,0.0546,0.0023,0.2332,0.045,0.3398,0.7323,0.0937,34.8361,3.2951,488,242,246,2.0706
6165.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,123.141,0.2346,0.8568,0.8736,0.7844,0.3467,0.0102,0.057,0.3467,0.3467,0.0037,0.013,0.001,0.0035,0.007,0.0064,0.0012,0.0035,0.002,0.0005,0.0012,0.0012,0.0029,0.0028,0.0031,0.2214,0.0132,0.4061,0.4507,0.5422,0.3314,0.378,0.4064,32.963,3.3593,270,137,133,2.9978
8059.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,122.7029,0.0451,-0.0923,-0.3433,1.8181,0.2676,0.0047,0.0368,0.0804,0.2676,0.0007,0.0033,-0.001,-0.0004,0.001,-0.0027,-0.0005,-0.0003,-0.0026,0.0005,0.0013,0.0011,0.0027,0.0033,0.0021,0.0564,-0.0113,0.0365,-0.1288,-0.0385,-0.3048,1.0648,0.7533,32.991,3.3582,779,404,375,2.5405
1921.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,122.1267,0.0698,0.2111,-0.3176,-1.1988,0.4523,0.0051,0.0231,0.2201,0.4523,0.0011,0.0014,0.0064,0.0009,-0.0007,0.0064,-0.0004,-0.0011,-0.0012,-0.0003,-0.0009,-0.0009,-0.0016,-0.0016,-0.0016,0.0248,0.045,-0.0326,0.2437,-0.1694,-0.1482,-0.5785,-0.6203,29.0366,3.0665,737,363,374,2.8044
5391.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,122.1209,0,0.0288,0.1627,4.2653,0.4992,0,0.002,0.1894,0.4992,0,0,0,0.0001,0.0011,-0.0005,0.0002,0.0006,0.0004,0.0011,0.0037,0.002,0.0064,0.0087,0.0042,0,0,0.0578,-0.029,0.1032,0.0595,2.6755,1.5898,30.4895,3.414,715,347,368,2.6465
4118.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,121.9435,0.211,0.1676,0.0453,1.5938,0.8736,0.0592,0.4273,0.6252,0.679,0.0033,0.0062,0.0087,0.0007,0.0003,0.0024,0.0001,-0.0007,0.0009,0.0004,0.0008,0.0013,0.0013,0.0014,0.0012,0.0801,0.1309,0.0129,0.1547,-0.0967,0.142,0.6424,0.9514,32.561,3.2585,820,414,406,2.1958
3443.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,121.3582,-0.0326,0.3743,0.2812,1.8203,0.3487,0.0482,0.0521,0.34,0.3487,-0.0005,-0.0074,0.0007,0.0015,0.0082,-0.0004,0.0004,0.0043,-0.0024,0.0005,0.0025,0.0001,0.0024,0.0049,0.0003,-0.0442,0.0116,0.4,-0.0257,0.6654,-0.3842,1.7301,0.0902,19.8151,3.3078,757,340,417,4.8524
9675.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,119.4271,0,-0.0102,0.0756,2.1011,0.1656,0,0.0025,0.0079,0.1656,0,0,0,0,-0.0002,-0.0001,0.0001,0.0007,-0.0004,0.0006,0.0013,0.0016,0.0044,0.0051,0.0036,0,0,-0.0078,-0.0024,0.1258,-0.0502,1.0757,1.0254,23.36,4.048,625,320,305,5.1172
6287.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,118.8884,0.0631,-0.0679,-0.3254,1.5901,0.665,0.0582,0.2344,0.4771,0.665,0.001,0.0007,0.0037,-0.0003,-0.002,0.0008,-0.0004,-0.0007,-0.0015,0.0004,0.0014,0.0007,0.002,0.0027,0.0011,0.0145,0.0486,-0.1145,0.0466,-0.1028,-0.2226,1.0959,0.4942,39.0368,3.4106,789,415,374,1.6969
8692.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,117.4934,-0.0499,-0.0296,0.2273,1.6832,0.1169,0.0011,0.0039,0.0097,0.1169,-0.0008,-0.0009,-0.0048,-0.0001,-0.0026,0.0015,0.0003,-0.0005,0.0021,0.0005,0.0013,0.001,0.0028,0.0031,0.0026,-0.0112,-0.0387,-0.1088,0.0792,-0.0693,0.2966,0.9481,0.7351,27.4862,3.4503,724,368,356,3.9173
9728.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,116.6358,-0.0389,0.0281,-0.0542,1.9928,0.3199,0.0206,0.0508,0.0788,0.1892,-0.0006,-0.0008,-0.0036,0.0001,-0.0007,0.0015,-0.0001,-0.0006,0.0004,0.0005,0.0016,0.001,0.0021,0.0033,0.0007,-0.0137,-0.0252,-0.0379,0.066,-0.0991,0.0449,1.36,0.6328,31.5169,3.6878,679,358,321,3.1333
8090.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,115.8902,0.0602,0.3076,0.7723,2.6226,0.373,0.0003,0.0031,0.0545,0.1944,0.001,0.0017,0.0029,0.0013,-0.0014,0.006,0.001,0.0007,0.0047,0.0007,0.001,0.0026,0.0049,0.0032,0.0068,0.0201,0.0401,-0.0635,0.3711,0.1147,0.6576,0.795,1.8276,34.6906,4.3143,614,323,291,2.6705
4611.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,115.7992,0.1545,0.1306,0.1676,3.6416,0.5012,0.0021,0.0317,0.093,0.5012,0.0025,0.0065,0.0053,0.0005,-0.0017,0.0046,0.0002,0.0003,0.0009,0.001,0.0024,0.0023,0.0055,0.0057,0.0053,0.0913,0.0632,-0.0717,0.2023,0.0502,0.1174,1.9661,1.6755,37.5546,3.8428,687,352,335,1.967
6814.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,114.7228,0.0842,0.2247,0.3215,2.4722,0.4326,0.0354,0.2574,0.4,0.4326,0.0013,0.0028,0.0026,0.0009,-0.0025,0.0067,0.0004,0.0012,0.001,0.0007,0.0026,0.0007,0.0034,0.006,0.0009,0.0536,0.0306,-0.1178,0.3425,0.1869,0.1346,1.9601,0.5121,35.0649,3.3078,770,382,388,2.2017
5998.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,114.5498,0,0.0832,1.2117,3.3887,0.2009,0,0.0052,0.0164,0.2009,0,0,0,0.0003,0.0045,-0.0013,0.0016,0.0037,0.0041,0.0009,0.0028,0.0019,0.0057,0.007,0.0045,0,0,0.1445,-0.0613,0.6311,0.5806,1.9877,1.401,22.6087,3.6232,690,335,355,4.6967
5344.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,113.1131,0.108,0.3148,0.254,2.1334,0.6561,0.1287,0.3511,0.6468,0.6561,0.0017,0.003,0.0054,0.0013,0.0036,0.0024,0.0003,0.002,-0.0002,0.0006,0.0026,0.0003,0.0026,0.0047,0.0007,0.0485,0.0595,0.1866,0.1282,0.2897,-0.0357,1.9231,0.2103,32.0988,3.1494,810,387,423,2.3099
3222.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,109.8996,-0.0108,0.0645,0.3761,0.4425,0.2056,0.0352,0.0874,0.1737,0.2056,-0.0002,-0.0006,-0.0003,0.0003,-0.0025,0.0037,0.0005,0.0005,0.0022,0.0004,0.0006,0.0013,0.0023,0.0015,0.0032,-0.0084,-0.0024,-0.1227,0.1872,0.0872,0.2889,0.1631,0.2794,39.1753,3.5773,194,106,88,2.2338
4848.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,108.9045,0.0747,0.148,0.2375,2.8051,0.8911,0.0606,0.2355,0.6458,0.8911,0.0012,0.0086,0.0018,0.0006,0.0006,0.0027,0.0003,0.0027,-0.0015,0.0008,0.0031,0.0012,0.0047,0.0074,0.0024,0.0515,0.0232,0.0259,0.1221,0.4161,-0.1786,1.8656,0.9395,30.2849,2.7556,667,309,358,2.3656
7420.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,108.6162,-0.0316,0.0922,0.2613,1.5695,0.1951,0.005,0.0349,0.0932,0.1951,-0.0005,-0.005,0.0032,0.0004,-0.0022,0.0044,0.0003,0.0016,-0.0001,0.0004,0.0013,0.0007,0.0025,0.0036,0.0012,-0.0703,0.0387,-0.1038,0.196,0.278,-0.0167,1.1391,0.4304,31.5303,3.4604,758,416,342,2.8726
3082.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,107.5234,0,0.0516,0.2358,2.5966,0.3164,0,0.0066,0.1586,0.3164,0,0,0,0.0002,-0.0005,0.0014,0.0003,0.0007,0.0007,0.001,0.0049,-0.0007,0.0077,0.0152,-0.0019,0,0,-0.0297,0.0813,0.1383,0.0975,2.8776,-0.281,27.4336,4.1534,339,189,150,4.2259
4668.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,107.5096,0.0119,0.0295,0.4139,0.4683,0.2346,0.0435,0.0775,0.0859,0.2346,0.0002,0.0017,-0.0001,0.0001,-0.001,0.0013,0.0005,0.0018,0.0008,0.0001,0.0006,0.0001,0.0007,0.0012,0.0002,0.0134,-0.0015,-0.0437,0.0732,0.3011,0.1128,0.4342,0.0341,32.7189,3.5929,651,344,307,2.774
9934.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,106.1942,-0.0128,0.1607,0.1535,0.4121,0.23,0.0323,0.1098,0.1098,0.23,-0.0002,-0.0006,-0.001,0.0007,0.0037,0.0003,0.0002,0.0016,-0.0007,0.0001,0.0005,0,-0.0001,0.0008,-0.0011,-0.005,-0.0078,0.1434,0.0173,0.2473,-0.0938,0.3813,0.0308,33.0239,3.4708,754,402,352,2.3689
8622.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,105.0865,0.0924,0.1101,-0.3681,1.0032,0.5497,0.0128,0.0633,0.2815,0.5497,0.0015,0.0037,0.0043,0.0004,-0.0044,0.0041,-0.0005,-0.0014,-0.0015,0.0003,0.0022,-0.0006,0.0009,0.0037,-0.0016,0.0623,0.0301,-0.1506,0.2607,-0.1545,-0.2136,1.5019,-0.4987,28.9256,2.9433,847,396,451,2.649
3924.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,104.7651,0,0.0409,1.1988,1.5719,0.279,0,0,0.0687,0.279,0,0,0,0.0002,0,0.0011,0.0016,0.0031,0.0052,0.0017,0.0042,0.0045,0.0101,0.0106,0.0096,0,0,0,0.0409,0.4746,0.7242,0.8028,0.7691,22.4359,2.9423,156,76,80,7.7061
3548.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,104.6593,0.1364,0.0951,0.4914,0.4914,0.1471,0.008,0.0743,0.1471,0.1471,0.0022,0.0159,-0.0006,0.0004,-0.0019,0.0036,0.0007,0,0.003,0.0007,0,0.003,0.0041,0,0.0081,0.1429,-0.0065,-0.076,0.1711,-0.0027,0.4941,-0.0027,0.4941,37.5,3.575,120,59,61,2.8976
9824.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,103.8131,0.021,0.0925,0.1605,1.7013,0.0464,0.0092,0.0389,0.0437,0.0464,0.0003,-0.0002,0.0024,0.0004,-0.0014,0.0025,0.0002,-0.0001,0.0011,0.0005,0.0014,0.0006,0.0035,0.0049,0.0022,-0.0032,0.0242,-0.0529,0.1454,-0.0135,0.174,1.2556,0.4457,20.8024,3.8336,673,332,341,7.6333
7970.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,103.6615,0.1425,0.405,0.0871,0.6596,0.5099,0.0282,0.0564,0.4254,0.5099,0.0023,0.0075,0.0025,0.0016,0.0029,0.0043,0.0001,0.0007,-0.0001,0.0002,0.0014,-0.0006,0,0.0023,-0.0022,0.1049,0.0376,0.1535,0.2515,0.1006,-0.0135,1.0723,-0.4127,32.7806,3.1645,784,384,400,2.2878
8068.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,102.8643,0.0664,0.0221,-0.1637,1.3284,0.7072,0.0279,0.0893,0.1488,0.5908,0.0011,0.0026,0.003,0.0001,-0.0018,0.0027,-0.0002,-0.0004,-0.0008,0.0004,0.0006,0.0012,0.0017,0.0013,0.0021,0.0364,0.03,-0.0896,0.1117,-0.0713,-0.0924,0.4738,0.8546,35.8366,3.7075,759,400,359,2.1245
5192.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,101.4168,0.1557,0.3412,-0.1039,0.6511,0.3413,0.0084,0.0477,0.174,0.3413,0.0025,0.0076,0.0027,0.0014,0.0041,0.0034,-0.0001,0.002,-0.0025,0.0002,0.0009,0,-0.0004,0.0006,-0.0014,0.129,0.0267,0.1571,0.1841,0.2588,-0.3627,0.6489,0.0022,34.443,3.2266,781,406,375,2.3828
5331.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,101.3306,0.1769,0.2277,0.0227,1.8183,0.3389,0.0057,0.2532,0.3389,0.3389,0.0028,0.0067,0.0053,0.0009,0.0011,0.0033,0,0.0007,-0.0006,0.0005,0.0013,0.0012,0.0029,0.0028,0.0031,0.0601,0.1168,0.034,0.1937,0.0966,-0.0739,0.9626,0.8557,39.4595,3.5541,740,377,363,1.77
8342.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,101.3289,-0.0063,0.2807,0.4207,1.5818,0.2497,0.0108,0.0122,0.0828,0.2497,-0.0001,-0.005,0.0034,0.0011,-0.0018,0.006,0.0006,-0.0006,0.0028,0.0004,0.0006,0.0016,0.0023,0.0014,0.0032,-0.0545,0.0482,-0.0809,0.3616,-0.0832,0.5039,0.4729,1.1089,29.073,3.6334,712,362,350,3.543
2378.T,Bollingerband/DailyTrail,SMA15SD1.4,2019-09-20,101.1275,0.0604,0.1767,0.46,2.3913,0.1289,0.0142,0.1289,0.1289,0.1289,0.001,0.0034,0.0026,0.0007,0.0024,0.0022,0.0006,0.0039,-0.0007,0.0007,0.0032,0.0014,0.0066,0.0097,0.0035,0.017,0.0434,0.0882,0.0885,0.5246,-0.0646,1.7789,0.6124,34.1667,4.0944,360,184,176,3.2051
9468.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,99.2088,-0.0754,0.0369,0.0647,0.4025,0.3898,0.2056,0.2259,0.2274,0.3898,-0.0012,0.0008,-0.0094,0.0002,0.0009,-0.0001,0.0001,0.0006,-0.0001,0.0003,0.0012,0.0005,0.002,0.0029,0.0011,0.0092,-0.0846,0.0438,-0.0069,0.0812,-0.0165,0.2855,0.117,34.9515,3.3883,206,98,108,2.0964
